Run,Ocean.Depth of warm surface ocean layer[1],Ocean.Thickness of intermediate ocean layer[1],Ocean.Depth of cold surface ocean layer[1],Ocean.Reference overturning strength in Sv[1],Ocean.Reference intermediate to warm surface ocean mixing strength[1],Ocean.Reference cold surface to deep ocean mixing strength[1],Ocean.Reference strength of biological carbon pump in low latitude ocean[1],Ocean.Reference strength of biological carbon pump in high latitude ocean[1],Ocean.High latitude carbon pump transfer efficiency[1],Forest.Young mature forest biomass ratio[1],Crop.normal harvest index for food crops[1],Crop.sensitivity of effect of crop yield on harvest index[1],Crop.crop yield 1980 reference[1],Crop.harvest index for feed crops[1],Crop.sensitivity of effect of crop residue production on field fraction[1],soil carbon decay.cropland litter input share slow soil carbon[1],soil carbon decay.grassland litter input share slow soil carbon[1],soil carbon decay.mature forest litter input share slow soil carbon[1],soil carbon decay.young forest litter input share slow soil carbon[1],soil carbon decay.natural decay rate fast soil carbon[1],soil carbon decay.natural decay rate litter carbon[1],soil carbon decay.natural decay rate slow soil carbon[1],soil carbon decay.temp response[1],soil carbon decay.e0[1],degraded land soil carbon.degraded land productivity reduction factor[1],Land Use.forest recovery time[1],Ocean.Atmospheric CO2 Concentration 1750[1]
Run 55,402.9955856592664,720.8389438189117,468.85014391149025,12.237746231964712,83.95192224244289,23.319453381713867,0.2972950628270664,10.128507218268048,0.17562768732196854,0.606419923780426,0.41604031916203976,0.0501038812521976,5.673664838911913,0.79330637512939,0.548995220198125,0.01362578675199023,0.014079500670832803,0.016070517959308712,0.02460408234014165,0.031419469217428685,0.7695296001242544,0.0011233134735619918,57.27518530874408,300.5083928158579,0.08758123640684624,58.45031575148615,275.2816612791911
Run 56,217.7037875169193,392.06702216344667,272.678711503429,14.549099332854404,79.20557852223739,20.509952377844535,0.05304870203776846,10.454750247593058,0.24773915376810593,0.5393738833910251,0.40187184029448997,0.078199382923554,5.575848207078693,0.7322447838591946,0.050949430375684085,0.018282766827584746,0.010581872892203768,0.02283778601740304,0.013247326123875774,0.0327243934884588,0.6459389447641866,0.0008601668775878081,55.46701121867048,294.70323187238387,0.02961161355818641,56.35471250484204,277.6070513920837
Run 57,149.00315806901858,693.4635015086154,119.05469523816099,11.397626189247603,55.92357267684672,23.63961041483379,1.516414506997552,9.275591686221663,0.23888552670625973,0.5730574234137749,0.44352833674531605,0.07314451428980882,6.487559874869246,0.7795570717098125,0.40068853305312857,0.012052108873027899,0.018069016297997897,0.016829945542179515,0.010564715881811527,0.03438709947213375,0.6964005608667001,0.0008064611364400691,51.81548844992926,298.57902278755336,0.012017712828498943,57.773913152266104,278.0817231204511
Run 58,469.5293453421901,819.850143812187,121.48510849835209,24.461963984032217,82.56632516584881,26.0814093887843,1.6147374892503281,8.674593923657401,0.1266048789530274,0.33047903871735346,0.42732053906599704,0.057344578593857935,6.257543571256007,0.5239052850416889,0.6724078142200642,0.011260585545137248,0.0147159129063163,0.015055788539755617,0.01140011921062703,0.026328413564709382,0.6471195991312343,0.0011143459370381767,58.11705417385219,309.3739903260072,0.04212159168205091,63.65348462552022,282.1140768625223
Run 59,478.6273970639849,417.16413474014945,288.2765524651911,23.807432616828912,60.22457387995961,22.02447422467344,0.2541047011245673,4.293352694352692,0.47655404230508447,0.4061293016188327,0.43338850169361454,0.0850378879589215,6.483252778615162,0.6314824256952154,0.01705316866589196,0.017080649514192418,0.018611732521929374,0.024187208534064832,0.02428701001504775,0.03128310029745668,0.7061697692519343,0.0008946975565401417,52.677192675207884,307.2983461632016,0.050678335632282336,58.508826191588135,279.639677231965
Run 60,237.7885657956373,760.4875949582988,324.3153389091037,12.191806086729304,65.54829709047641,19.175901894360937,2.4388028184490134,5.50120029192786,0.39325703275282675,0.5509754918891838,0.41173449545233826,0.05144416355584649,5.591914197634426,0.7826731408510226,0.05510391555460731,0.014282060056122817,0.014282776752146863,0.018073121042250832,0.018035202911121415,0.03317404103526944,0.6078280375010776,0.0009441156348212805,49.414619905376,291.1534143364331,0.08547721385020765,54.545861454894904,277.9175179098429
Run 61,209.80106659594958,987.2209871764367,449.7719089463087,27.813839320797936,69.43094558583935,23.867606579454232,0.8740701959769704,6.94668884394238,0.2665651616054058,0.5394944909107953,0.44210905555896884,0.059485912018947505,5.804043002736735,0.5798483087671362,0.5824930059951068,0.016429310780272093,0.011667360701872891,0.019638851790263853,0.0146603983931391,0.030869368050368304,0.7283329310787795,0.0011950699293429155,41.562076786868154,307.77908212165875,0.03532162263998212,66.13444034779482,279.9245449281299
Run 62,237.6722916798264,753.1453780389311,176.1218002476669,26.695517167897183,77.19367636141297,16.023652380043018,2.7219417001040735,6.798992583571369,0.2509937128791047,0.6867849310302088,0.40140896537188575,0.060648775614828225,6.27085497034056,0.5231419826336665,0.15804952426857766,0.011301249334870776,0.012567504226744275,0.015073956503442449,0.022769827987989405,0.02947655719395139,0.7603675118052757,0.0011627584351366137,43.10434400286129,295.5343925181412,0.04684677315721011,58.57173499945766,279.1125123237342
Run 63,242.16753699888565,810.5891304838877,274.8494363446031,14.84779165166961,87.84145461990568,25.314084220868935,0.9544831586937319,9.408792939106927,0.12075727891622622,0.5726827131279508,0.40305695044047457,0.0519119291307836,6.055054371217057,0.523057752486792,0.21726259294811018,0.010543706252916837,0.017972359896913967,0.020316386650062725,0.024682873691517983,0.03033078452969515,0.7232287116684679,0.0011042807216553575,54.01426577192919,304.3451509315065,0.025990199046819276,54.64822377582499,276.9410412174409
Run 64,116.78623274292342,486.4007347409323,455.25157912409384,13.374285993493945,50.925119461202,21.099342765370228,0.045127749830986774,11.248387482211632,0.4801231346807032,0.5121962535857885,0.4213367550883391,0.0530506992705244,6.193962813929355,0.6982539635579399,0.1286649499922215,0.011448398827542521,0.014112757672301982,0.015492575247223736,0.022015911873254412,0.03111508836625567,0.6849827771308281,0.0010398827382554932,47.55904785398658,291.5120808483276,0.09054403393727826,60.23250760256587,282.6711043055505
Run 65,476.6792976962584,717.81666317545,415.5448919442784,25.433789759698314,77.60801666479776,18.46249102787624,2.211423901365783,4.121910960985231,0.4854885837455237,0.3558627279709342,0.4455960908740148,0.056345240118646334,6.229313658568421,0.7187273108938801,0.014442471515117405,0.01135099842564217,0.010215114613963308,0.01519857302492874,0.011480067020836413,0.025332540735739265,0.7112906281031612,0.0010155108190410876,51.006385224300416,296.8981694036703,0.09686246736167711,58.65894940528401,278.0589770607291
Run 66,367.12633798068686,756.2081844967738,221.95607876748946,23.54648124093699,89.49242752214926,17.498237155359256,0.6930809649052162,5.690760427978298,0.15835589367258535,0.4122645262721476,0.41572858584228634,0.0645660956966051,6.423694550874206,0.5101155952080817,0.6728398683402375,0.018932965612778924,0.01607792128529493,0.01807120959426406,0.020347708374818925,0.027500062438763066,0.618495902088981,0.0009388739954836882,52.73002043743845,294.2772555515251,0.06527490628852115,64.1697854912856,273.21195386420635
Run 67,246.85457610626247,504.75538816749463,422.01497668654486,22.29119968324737,62.15953600736414,13.89616027156178,2.1561515263067212,4.981944669329229,0.14619137248216652,0.4164493289772023,0.4016071420581481,0.07048552421947894,6.079788791659622,0.7223057672513051,0.04189467614151632,0.012059077962106245,0.013983809048659137,0.018954093595921213,0.017861541534711797,0.028977079365024347,0.6419424582436314,0.0010771748993914562,42.95802144616699,294.76514540617836,0.03302242148246322,55.12888369513904,275.54844543955005
Run 68,288.6143370258141,321.7981098731443,397.0510904347767,21.791189644370007,77.00098176113853,10.406226173287859,1.8135185679950503,10.311560199069248,0.34724436983724694,0.5286669223859385,0.4036752195437162,0.08070881669770187,6.091636907068162,0.7600366236690846,0.32738139477243,0.015225200672705512,0.011395675845002942,0.023671353740338085,0.02181753629564873,0.027534753592515955,0.7092635762772057,0.0009929719717635844,45.068068948480686,290.6073727598338,0.042789797783837256,60.36347286765242,277.5749894428009
Run 69,346.7800133493549,699.0085174959577,235.63222050808218,21.14355597017387,82.24881731247507,12.49656957041918,1.6237683222997794,11.203654111440228,0.34336316540976264,0.6437888632224162,0.4469861633317114,0.07967247193348087,6.34880412567664,0.6572267667859164,0.5796160647530249,0.015128913151370032,0.0194611767156003,0.02085895561034847,0.012250507474010595,0.027753571272252624,0.6527686418148965,0.001146520791491992,46.47382594473362,298.66794826978435,0.042830003790541075,54.97163656587016,278.0706828918059
Run 70,367.45879947750865,617.0720030431064,340.9200851596352,14.624702198753587,58.326763610389676,20.85881881856846,1.4043685461762083,5.699716201412325,0.2707632997478324,0.4084119454451615,0.41435655514433445,0.09085469142681363,5.543691665443459,0.7679247053268208,0.654737182711594,0.01955025509185057,0.017982107857652602,0.02441110141603055,0.018931602993636873,0.02652400650477583,0.7155781280967858,0.001019282981712728,52.118141671513314,304.0970137878342,0.062053601967936835,51.644239549348,280.19742015722727
Run 71,89.89325649703986,547.3506088790829,81.93797748164347,13.892552568582355,82.68052896150759,10.621790990717235,1.8673935422284,6.106194226803376,0.44172665679979994,0.3723481665754126,0.40164732041123175,0.08451788320270884,5.870383718128472,0.7269727096636548,0.42753488806617806,0.011227514790305412,0.01854768848156822,0.020619312148866493,0.022228004784430468,0.026909979128788897,0.6732501555860443,0.0008364251504064413,47.03213353253459,308.384590677001,0.022290778732687314,64.3031239625386,278.20974764144154
Run 72,183.4463398572888,940.7142798886518,161.88226473428398,15.560315725054231,81.22152790136253,15.877227809171204,1.7433925918603688,8.903256882537168,0.32306923170026197,0.5266958400133424,0.40809261931294455,0.09589020192345636,5.848585834755678,0.5752781404987577,0.2127802747638396,0.01591715547634992,0.013316250461665275,0.022389582353999765,0.023692866123698413,0.030131135471251534,0.6286440360272705,0.00118654756693499,52.60514238812849,299.4401713200341,0.04565524831732616,55.31738260881981,280.9427204920813
Run 73,130.20004095338874,463.45535445861964,474.6520591670452,19.358502896417995,88.01170414701116,16.13090537799004,2.4415380704541865,7.430834066463987,0.37137547555239814,0.5062833211404344,0.42718921555218803,0.07228903785226665,6.09183134351997,0.7791775089384834,0.44989838009464744,0.010577491431285984,0.01191204718708761,0.020881525930262202,0.011622497724769134,0.02622437619923216,0.7749887090332019,0.0011541063658824608,41.0872407859845,295.8223008627913,0.06940644845796588,53.62583586322776,279.0140638403185
Run 74,278.25692596486783,487.1526172955048,243.01346229267622,18.648518931774078,89.51182735393837,17.145959000281792,2.612787620654981,9.914505365184962,0.17297028117824,0.350353262679535,0.41634237828001985,0.0904555326907274,5.687967391853502,0.7425464352812212,0.17009146443288206,0.01678851946272024,0.010076431071523092,0.020757110737768116,0.01812874859504192,0.032626903956372855,0.6903641312110301,0.0008067680369880616,43.046512637048714,307.1447207004822,0.05279477487593645,53.1811884868029,280.0472377347337
Run 75,160.8032418745656,581.5053111868673,341.34547368966287,27.769030097206876,64.10229419464423,28.035695504054694,0.9792004905154433,9.78715579168843,0.146902180682284,0.3809463583324748,0.41037178197960195,0.05002335661368045,5.981064647354631,0.6441625901123769,0.11090687763859225,0.014578833978967382,0.013614387586350729,0.024043174035086753,0.011802988264561786,0.02832410598000841,0.7942688762805392,0.0009149331091741048,40.918914380884665,308.8714600658193,0.05404247292713322,64.9461878153539,275.671755717832
Run 76,475.01967449825725,669.5553131829926,450.4730625138595,18.900313065371652,60.358722349337434,12.920984588560628,2.885138886474467,9.492583808701257,0.16785480946692838,0.3892462348794121,0.43273804227015505,0.07465587765457735,5.749537436664905,0.6691290453694505,0.4790748606499986,0.017616496367712804,0.016628233328444597,0.016236536997785277,0.017443461596343378,0.025791890345382984,0.7337534887172698,0.0010253851177642694,42.774223570585754,302.2371497175966,0.07905593376476186,53.10134527897868,277.923780476676
Run 77,392.1342633295467,329.94748435815154,302.97342265348925,15.693089269572988,61.04510064815888,20.465750306477076,2.1807355477931956,7.221553665196624,0.49168180273074524,0.38635498873636936,0.4158581534177389,0.08786612469132375,5.80814945003791,0.7519117726867648,0.652794838602518,0.0190360841963187,0.013727374547941509,0.023840337184137382,0.02127735521667739,0.03330156859226094,0.75913965377973,0.0011582616165188462,43.667122809086436,308.8537892631325,0.07791837641143762,55.842096514982735,281.1801030228254
Run 78,100.87186592368099,426.9772682946437,361.87228934549506,22.1957675759956,76.94308424947683,13.481013183300899,2.168157192341222,4.252309269869168,0.3427005523523554,0.5145429568640415,0.4175603424615527,0.06903223728290929,5.612078563555672,0.551686955113952,0.5098984514923319,0.014517095648869827,0.015445075827298335,0.016647386877050568,0.016362712605014092,0.02797782941635232,0.6877425647109875,0.0010715190384670227,52.57768654228418,291.51041179254685,0.029533581375610955,58.47559430839101,277.7440225967547
Run 79,269.7295409811202,985.7907975985607,66.69153947916553,24.271840908468263,69.26432252742126,20.192205429043945,0.9862528341876036,5.413427914373557,0.4836582099997272,0.4385375526943058,0.40264144452210643,0.09221931833933286,5.708163764039165,0.5157320328558013,0.05441376675562398,0.015554212515818133,0.012373680747358508,0.022847995877473257,0.021119853126133008,0.03405409481353283,0.7131872712325786,0.0009693404968703574,42.13540295410736,293.9962051353145,0.06246244490156392,57.116460867894844,276.6159039476608
Run 80,144.39848920035993,813.533262128907,105.00367226616946,24.983612375960956,78.37969804723267,27.051442005932035,0.29712206898726157,6.4555020451714,0.24679265765708017,0.5358122672761192,0.42610228299513253,0.08367234139477503,6.0150474480875005,0.5263901770941471,0.5588823089311713,0.017691954655557396,0.01958273214443711,0.018194016154035084,0.02248972414393066,0.028349930908886285,0.7146047404004395,0.001112936459636863,46.854111020022636,293.2214330578988,0.09249270452673305,56.590908823357196,280.0470891149127
Run 81,286.1524090536677,702.8667216995877,420.2915324022055,11.052459476026147,77.16100616940786,26.12059773934484,0.3309403248048205,11.475067893760192,0.4586499196662541,0.316519964500489,0.4196191103210001,0.05494939903845409,5.743943218276206,0.6709105857678899,0.6712764919126614,0.019874129583219772,0.01500720805417877,0.01840135531533571,0.021418964055009797,0.03495121200007395,0.679055633328446,0.0010791154591825326,57.24374388076766,292.39763619894325,0.06999223667217712,64.01732455203299,281.3905478485483
Run 82,493.1963811743855,774.6728071789687,486.74562761298654,16.29106769438151,62.766021584203656,26.604921202913246,2.4120660371519653,10.003345536216369,0.33611144211403665,0.5384570326188844,0.4079575210779231,0.06966075782532749,6.190441435925168,0.7763301308470445,0.2924034959847678,0.01665389323635489,0.010815398027636444,0.019352883213776036,0.022755667395555963,0.029016289128828983,0.7955059158754791,0.0008543671902698254,49.26111274175643,301.65570856367304,0.05353605145997869,50.845085126358036,279.07866824773356
Run 83,175.84682425418376,996.5529229397526,499.2852039106642,18.709883668318703,55.41786452933067,10.087798413527842,2.0338288866091543,8.314124358459736,0.18226582314900697,0.6633649264954447,0.4454547874655151,0.08020839390882659,5.975091069205199,0.5173944874346224,0.1150385131786821,0.018271493835608874,0.019554300793883858,0.02023249669943579,0.01047466570013304,0.029397700216490304,0.7658275068844034,0.0011872516814321827,49.8872760340613,293.1944011428371,0.08776601687801973,67.74775102505734,277.08608273002915
Run 84,437.98608751263407,594.3115913375286,384.4516965733455,28.011703544221305,66.76634067444056,21.16656633909203,2.4108825315597002,9.74195919758197,0.44162411669154644,0.5656176512950816,0.44251595348650347,0.07808433084750628,5.833215974388868,0.781265491929263,0.10786929982719201,0.010079589572022454,0.01333281672583374,0.021133069405375234,0.02037661144330786,0.034541810327868655,0.681122789452304,0.0009842989933731572,52.72234543791092,292.21493207998213,0.044676302405515136,53.075034922186354,275.5831133597735
Run 85,82.02098957236554,793.7509307250301,407.08972435899835,22.78764697696217,56.806958586630486,29.183154552824064,2.370302565129292,8.440081425825749,0.2277834743287643,0.4990448871728371,0.4000727307839298,0.07129040475886098,6.062621289061276,0.5269801733597916,0.7330300915639545,0.018825954028330535,0.010484173108047503,0.016679478095437773,0.011327986189790598,0.03125635938656694,0.7106356759647173,0.0008094349562702364,41.812758619751236,302.54621828676466,0.056888262238166315,52.52462865722059,277.91618309511017
Run 86,421.57253629987275,717.9242065129605,488.5000530119557,24.10075463644639,62.580504205607106,19.6493658914382,1.2850116752832232,4.979446817939385,0.44259409869150246,0.30485133797258107,0.4188953041956335,0.09686526183819218,5.792659058617433,0.5412556218376083,0.44435838153289886,0.011202049208045375,0.018201578799084676,0.022338017274871846,0.01610426227442598,0.0287219899289764,0.7124221172395945,0.0010381478783715848,42.36936278010354,305.29883935994934,0.07580219893432975,66.69593489284637,278.12477091690283
Run 87,493.4668589040559,527.8898849298373,349.6546980700348,16.020886293785303,54.51417544792088,28.09471055211567,2.189716111497459,6.0263934473587275,0.4546374646410182,0.5167990156116035,0.4013434164400522,0.0665866340329434,6.401396674917264,0.5095910752960553,0.6579337535278681,0.010559025182017647,0.017453152021170606,0.02049018891395702,0.014608452082351897,0.02671134375130253,0.72669977886566,0.0010724243885099998,53.65603273394089,294.9092834962472,0.08962668080711886,66.71668857382471,272.95900577015203
Run 88,233.2878891764308,592.176142888542,401.05937067099575,12.131060604868047,64.89821675249854,15.577667789589704,1.9903919623275144,10.290364434090264,0.24342226244736734,0.31899738456702076,0.41001881408905,0.07889614466411748,6.392490150650199,0.7177141219679257,0.4074174313147567,0.011020626743641484,0.016858546581859365,0.020319771803858848,0.010776208705353637,0.025221738010055447,0.7881674001955709,0.0009735462949000058,43.9812563504333,296.8149039968786,0.02282526642220773,63.00189292521364,278.9821420496383
Run 89,402.8818020033753,723.9035936297186,90.44698269699411,27.460003518405905,52.97093981253658,26.026626311051402,2.5636259300119373,5.100143324998033,0.3249010571421035,0.5715340415366295,0.4153385097066521,0.07023826530749862,6.4526092309030405,0.6609368071724222,0.28299260622226974,0.01729425954527184,0.01718429030372221,0.019727506481990283,0.01863627588745072,0.0278341359356675,0.7190523066275529,0.0009568273873476862,40.05541854630425,297.00839387167514,0.023030722979357494,67.3169039541886,278.4065228166412
Run 90,384.2058389462289,577.8608498459971,425.3829259732688,16.308729538942615,75.82050376722675,20.21037565533598,0.2922526378355348,7.090595778302525,0.1234933780113689,0.6923446748563307,0.4091492774576783,0.06746023332518733,6.224263000872254,0.7775816174728618,0.5261783118498254,0.012276540425493714,0.01322279774606814,0.02027888980515656,0.023108142811584458,0.03156609463966853,0.6844999493598857,0.0011494881425565331,51.50899026561518,302.141969464008,0.09425037406618005,69.51700898686103,278.4849322639609
Run 91,240.23499225115455,342.44726430606045,364.38264005359486,10.830408748742963,72.68407438056298,19.672640671495763,2.2795892675933684,7.874939106397202,0.20655403654922902,0.31856364228854916,0.40034337491531446,0.09119930844095217,6.095339890368736,0.7608929298268681,0.2466901869495748,0.016626207196864418,0.017085950259916143,0.017987410307622617,0.02228914688042322,0.031734086165334456,0.7540201368678128,0.0010529268764987597,45.26892859664951,307.27161675895957,0.06241211757676882,62.92670683043782,275.1779729052464
Run 92,175.0170210951802,391.5795591365354,198.73774885689892,14.73895442100773,62.56275920920473,18.139336308819146,0.36684059058383,8.719277677055906,0.35115701392098175,0.40394035800546607,0.40883594232537196,0.05832439024796959,5.5837423065130345,0.5964522280776123,0.05906159697695007,0.017006835679889563,0.0103946747864062,0.015822330183724944,0.02135532706773919,0.03356258112143956,0.7228511976711828,0.0008516435540464617,51.86181701543528,301.26203506842495,0.03358670912397828,59.55238551735142,277.3556166678583
Run 93,379.7293889304336,394.12496382275924,277.08112565500653,20.376118786360934,67.2104108914011,17.933382036900976,0.6203873526751399,6.121639053992216,0.17455834033517637,0.49632004523143025,0.4087326711249803,0.05220711324549738,5.939255490904092,0.5671476377842305,0.45399175442413703,0.017526881579652015,0.019852617025159856,0.024879014979015963,0.010404604922752686,0.03338769475689764,0.658490378785496,0.0010878568063933127,40.46326816054839,304.4353444445234,0.046550071341733286,60.87043301971318,274.53485198928445
Run 94,409.97582253115877,656.7885404774768,246.558930293238,14.389725526913534,87.44814319620038,15.866889745289965,2.4330366767101843,9.669483549613712,0.2715012091133061,0.32376557575842174,0.42718865236855064,0.08114381214330696,6.14663567316786,0.568894969925227,0.16057418500432677,0.013652046872051543,0.01639081406173677,0.01937641347090772,0.023768205630012224,0.026404187494582263,0.7801606792351888,0.0009177769874021886,40.45745835456332,308.65388543472807,0.05205533266703191,51.31151649255143,278.44420381882037
Run 95,376.1259615899072,300.43684263669985,184.51759053060442,13.314895233169448,89.0282029053586,26.523783219671508,2.1695463947359994,9.246338951541109,0.11964515852694504,0.30050022279029653,0.43669698204689344,0.0826316183115835,5.615613957782133,0.6449387838003939,0.4387605451220367,0.012306833951532837,0.014030277898169762,0.016766161931175288,0.01412422519162568,0.02911771816589123,0.6604481487202695,0.0009962486298435444,43.17265075279099,309.488593199853,0.07268921483902238,68.9683998549175,275.4390489694222
Run 96,166.75513322485205,976.0734389482409,436.35567709944115,16.296231237467147,85.73089223782343,24.86527759027778,0.9090704995017049,11.501330679849906,0.3837835180247028,0.3395199394233681,0.4306990679605218,0.06442633773095896,5.609930245787761,0.7333596530189068,0.7362867408761923,0.01576540681194786,0.014765059388163627,0.019604631074577345,0.01836270350885618,0.03239334398494133,0.6923859680975576,0.0008456534174810808,53.00926435273546,301.65675402260894,0.08205122627684869,54.40738360127705,279.07307765126905
Run 97,339.0347945762519,519.4679604366063,456.5429039119272,10.520950200062716,76.24442565138213,10.819696810439892,1.4357165696924412,5.617058483818759,0.3857476340615892,0.5471463028643624,0.40324096133734155,0.08334860824963677,6.429193035650288,0.6498548812737552,0.6658627588852462,0.019734071268990648,0.014420149034933643,0.01679187311869414,0.013879988690962648,0.03482094658911494,0.6917146367950748,0.0010098046393693624,44.23348753451573,297.0851496066407,0.04064924678525511,63.910085995257845,278.9370990747068
Run 98,125.91610784463691,610.8246532294422,486.0861848027093,19.876213359696454,52.843127225989626,10.610605621179946,1.1633589705977427,4.655620558549793,0.33990268105562693,0.3597790418837712,0.4497809399087686,0.07348091573328765,5.774786949570476,0.6120137030828784,0.22200578382099792,0.01167766915432435,0.013229340405723024,0.02232492244880629,0.016314424981657187,0.03392760421669738,0.7453500054698017,0.0008287323364185103,59.503335921541456,293.1888431375148,0.05662891968599015,51.40373652623454,276.9903755237349
Run 99,279.7701419121836,722.6756912961741,161.6121351628533,29.204849121705216,70.65347296521999,10.003043882858854,1.24807596457301,5.062182112082481,0.2506564261379124,0.5922523792306099,0.4201160445356486,0.0974244237125288,5.579948169032578,0.7750898072832549,0.05288378630536561,0.01273309672980808,0.014313570663649865,0.02152372433754203,0.022999488836079045,0.02620867002844033,0.6004369789315495,0.0008984013753687846,59.43241459695829,292.48889803424885,0.03584473015488723,54.5686965575796,277.21886557611816
Run 100,71.00572633963391,430.7190053746489,74.73586311530765,20.494337628065956,68.14793308064102,24.938513975383167,0.26610740337757965,8.168973398799771,0.39458139568125494,0.627420781517894,0.4090614080741489,0.06824175884603258,5.518911010263944,0.5226530414973531,0.6988866213882434,0.01015641101114827,0.012125677271705826,0.0157870543827351,0.023082539182739115,0.026605562545906344,0.6388430059552342,0.0008228193151821975,57.50318100666349,292.9897335872271,0.05916084685046118,68.43758490007524,279.0195719860027
