Run,Ocean.Depth of warm surface ocean layer[1],Ocean.Thickness of intermediate ocean layer[1],Ocean.Depth of cold surface ocean layer[1],Ocean.Reference overturning strength in Sv[1],Ocean.Reference intermediate to warm surface ocean mixing strength[1],Ocean.Reference cold surface to deep ocean mixing strength[1],Ocean.Reference strength of biological carbon pump in low latitude ocean[1],Ocean.Reference strength of biological carbon pump in high latitude ocean[1],Ocean.High latitude carbon pump transfer efficiency[1],Forest.Young mature forest biomass ratio[1],Crop.normal harvest index for food crops[1],Crop.sensitivity of effect of crop yield on harvest index[1],Crop.crop yield 1980 reference[1],Crop.harvest index for feed crops[1],Crop.sensitivity of effect of crop residue production on field fraction[1],soil carbon decay.cropland litter input share slow soil carbon[1],soil carbon decay.grassland litter input share slow soil carbon[1],soil carbon decay.mature forest litter input share slow soil carbon[1],soil carbon decay.young forest litter input share slow soil carbon[1],soil carbon decay.natural decay rate fast soil carbon[1],soil carbon decay.natural decay rate litter carbon[1],soil carbon decay.natural decay rate slow soil carbon[1],soil carbon decay.e0[1],soil carbon decay.temp_response[1],degraded land soil carbon.degraded land productivity reduction factor[1],Land Use.forest recovery time[1],Forest.tree net primary production in 1750[1],Grass.grass net primary production in 1750[1],Forest.forest aboveground biomass 1750[1],Land Use.Initial young forest area[1],Ocean.Atmospheric CO2 Concentration 1750[1]
Run 212,97.37167829486506,312.9686349038184,108.6763943000903,27.671346673022583,58.916869789737945,19.252554476921635,0.4587733905932351,11.923528878998395,0.1824220435004704,0.623001258933437,0.44237839324882056,0.07770345012152163,6.429544868570655,0.6108983332552774,0.12950559238322074,0.027862438593918966,0.01198591406582841,0.0244356884160669,0.01820869102721583,0.028614565118917808,0.7695749215340741,0.0008214579782689002,296.18260560392577,56.1239534997262,0.04448683754444739,55.955592118976945,0.005836693414039909,0.0035015717207492526,668.2600287253882,288.75286575400344,280.6502104408984
Run 213,479.3474473384081,635.1848317504115,495.8942315363119,18.616925060297298,74.75448078762138,13.989074098630272,0.6902150444873228,8.379481003359944,0.34991114622701336,0.6102660229015229,0.4186368824058988,0.054266064633553004,5.597556067446567,0.605619046266301,0.11485635119458368,0.018804508423557194,0.014492965187814337,0.016447739120052794,0.026426896473797597,0.0338885867050494,0.6461961360257708,0.0010843505149243054,292.87316275762294,58.911654657748,0.0390260994467338,57.6423439093977,0.009468183969714588,0.004000604720214772,695.7585119422005,90.56554628838832,277.5881080768326
Run 214,303.122748394251,618.5115488182989,93.82188572705256,21.55154125420626,50.566385613096,29.319290567884252,1.7826368285715193,6.476683111255199,0.3271606613714342,0.3106556743144825,0.43780824524052253,0.07589214900127465,6.399737884054168,0.5151098606242847,0.06813157972055797,0.024682293113613547,0.021948821000758692,0.02766173844763776,0.03126770484495711,0.02966215577182666,0.7234484258527658,0.0010342836292619108,295.5726041964408,56.25778565063868,0.07444720660323191,60.0423222938722,0.008173776615824387,0.00377838922148681,604.7443605397419,135.33828277647993,280.09610527827596
Run 215,454.44448534242144,620.5674590222236,208.18006986992845,12.743943378005438,80.26088023381439,23.130163207038038,0.29071596291372515,7.767352279957927,0.26873625647221766,0.596511425294809,0.41645342944846314,0.09172555439732745,6.122045239345673,0.5067571002061056,0.6721771592208746,0.012441054301069662,0.015043761543923097,0.026249948605840585,0.014314019029297988,0.026896942986757797,0.6608257272339,0.0011400652118681498,295.45291123149826,56.419580812274226,0.01576627356043302,58.45503404691964,0.007240217243626343,0.004673664291329019,611.485452920535,119.57716978338085,280.4129317612269
Run 216,423.74881045741245,981.5669896118485,330.030153870422,29.02540464184934,79.91163745310757,23.600707267497764,0.762453406864306,9.323541988725216,0.4462316276383971,0.5787969483671898,0.4444313666067568,0.08557082226484067,5.560054519518954,0.5199151265223939,0.5909879748165092,0.025837602184531128,0.014249418618148116,0.018723602480153048,0.016566808804929115,0.03380497620445128,0.6205401719881931,0.0010951570168379267,290.5184231853513,56.47522203541066,0.07901969562272348,50.677310474377265,0.009170929676406706,0.004054074929115098,655.6171707546162,131.29106534397533,279.65248995309713
Run 217,378.27837713200046,737.3597103981542,467.6555207293115,15.120990481668377,60.514361655816074,21.513902286339636,1.37371648254597,4.316703825199039,0.41617504771889446,0.6226083025184841,0.4237021983527428,0.09515566087103314,5.797068178568081,0.5957661655043455,0.17083741253985713,0.028243499885247568,0.01872067231890152,0.022034643728786062,0.03271325837075841,0.029315546135338235,0.7419178307851187,0.0010034905073173675,291.29270236145123,57.0917043103428,0.018985343703295035,67.97808259304496,0.006786079930360359,0.0035216625622512907,560.0522711645262,155.1783502094795,278.9877838458735
Run 218,339.84596645911853,608.217505748828,210.19349285423047,12.166075717697698,52.3952539910016,25.12480698910199,1.0816175652072317,9.531738171776833,0.13936511576804722,0.5733622695319534,0.4383950889862276,0.05089704562607884,6.211675257319412,0.5920419503840174,0.6401743168412283,0.02827469266426793,0.01954931096617859,0.020664557701302287,0.02271091851970289,0.028292843756868583,0.6015137437772687,0.000852908694558951,298.84621791531237,56.661086237457894,0.011403322278043021,57.0678329028307,0.0070556049419987985,0.004691730180530512,590.20708478213,148.91065972102388,278.2132947484768
Run 219,53.87894201495846,436.87398203785705,238.92497658499823,14.96073031084347,69.41456203769647,28.552455239984567,2.294846662009597,9.498768616993809,0.41890101907168686,0.45597388658793214,0.43367842031128007,0.06103629051337508,6.0419246386693,0.676501748739099,0.03789367388072773,0.022564948334610018,0.010366247099789535,0.031310057787343054,0.022728398711600893,0.0306709444257791,0.6569626541289763,0.001181422256207385,291.85541864599315,56.190745817372544,0.018346180982025666,62.152395876763826,0.0051125264652088056,0.004732766304339506,588.1432666097716,98.31861699332715,281.198942440167
Run 220,208.98849073926417,557.8910872050678,498.48748349399943,22.822272779234147,60.644319629778686,18.263278079998713,2.4742211168140367,6.38203917007541,0.2514771573883363,0.5298000670005698,0.44901017409974814,0.062065752936138405,6.337657041565642,0.5805925796536839,0.20209737475642744,0.010449840766762915,0.021658119303264563,0.03184927936361963,0.029961162830800726,0.03266125837860378,0.6836172200362358,0.0011303361947444042,294.9397535674223,57.31552941366778,0.05885456029801198,56.7962806768766,0.009319459767950709,0.004319395162420976,554.3886485596413,218.47770106427913,276.84028955403556
Run 221,339.8075445113146,536.2806875376972,238.42976564921224,27.1714392300938,75.06095278855918,21.82200102718171,2.0270545465453953,9.939098006924201,0.2338190941148045,0.37078290659312996,0.4290481684278714,0.09924241513487578,6.165964322411525,0.6151845422409412,0.41616132228744374,0.029770720915227172,0.017996103443502238,0.029733905842499117,0.025329121950534498,0.031185555196461698,0.7817711761777458,0.0011538526799286242,293.03709126307433,56.119937763835416,0.019670446663882273,57.523892182650116,0.006396060395350277,0.004946073222469313,602.4413922032488,63.24845796930296,280.4022852001479
Run 222,117.36242794876362,756.4430065724466,357.9756706530848,16.911958969391765,56.8438299882427,29.046748568111934,1.2767866532662726,5.201687145062696,0.417763005179846,0.5473560350579795,0.42429801859284283,0.05365361274201234,5.632718304362428,0.6561728615088558,0.7103281392755557,0.024109341230921892,0.01565522481858958,0.034727839761995345,0.011155622593586403,0.034060190460166874,0.6028397816637134,0.0011130958271596961,292.6541021295889,59.071335443394005,0.06805720506449514,67.21517298245371,0.007851730414513636,0.0047448185745118275,680.0422757049603,91.43161802858702,278.94815722350234
Run 223,174.7683475633338,742.5422015371419,447.7148871723602,29.91906915568468,64.82178792931491,28.92820652189644,1.743316068781336,4.406336918598726,0.2072523588584128,0.4652991693737892,0.42428777813033736,0.08435892542536616,6.473259163585688,0.6002944679763299,0.3475240404251415,0.021387744518801634,0.01398477022242435,0.020155394881094107,0.016455869060737312,0.028997305776314493,0.6065647512775022,0.0011516223150498679,294.6504755222723,58.17829383875279,0.05056782334682563,69.98083733292484,0.006851008373935872,0.0039198591410829955,666.0858147597693,73.37170800306595,278.070787120788
Run 224,100.92665664518933,429.92349510727666,207.9511234895649,24.329316823828506,66.31870960380897,12.452924952468107,0.36783341636581257,9.309645948078746,0.23772202894245587,0.6934361936085864,0.42828339386454123,0.09455415263808079,5.680734344202162,0.5659129389049704,0.6956186882359126,0.02104848095819336,0.017031335398363504,0.01740199273662628,0.023760870403432555,0.025788233089811288,0.7356807957190958,0.0011449428535492345,295.31021618549596,55.460219608993945,0.03932889261565785,58.20473627439837,0.005886432573339137,0.004418770129264761,524.0468464030008,171.91566544191465,280.99694947972216
Run 225,62.523399638794814,849.662052937239,93.19500463124494,11.898432727472244,70.15086167974175,11.9862837829638,0.2630088928348835,5.93682550829547,0.38867548988919853,0.49054120193451656,0.429846816599288,0.09189122677463873,5.753584756529699,0.700404673601957,0.41650881956098107,0.023799332922331287,0.029758210090964438,0.02184151622639801,0.01029145619464423,0.032606802815570594,0.783050318098764,0.0010782762484141755,295.32510883377955,56.69792031329442,0.01602971433906357,68.47137552611788,0.008808729236519451,0.004690589358828897,508.1032080421054,129.99168201733704,276.9565525749202
Run 226,179.17412693495646,913.831128263761,497.7478410126898,13.241503937673082,69.53259339100222,16.324624073300196,0.41067292955098234,7.59117889431936,0.45144406609917587,0.31912615599511507,0.43618013161871194,0.09610247023854174,6.063855620629935,0.5662932781086595,0.0666387723975882,0.019769057611837414,0.015192281647149326,0.0330917614625758,0.011115059886106676,0.033607681917677476,0.7062094331699131,0.0011588166680900427,299.5636232158531,59.73831672682849,0.0755055810273425,57.44808830177296,0.0074793775220993826,0.003503323255737042,523.3220434848033,201.05599677381682,279.1720040683258
Run 227,88.11537915584486,661.1125486763347,244.1979329019448,25.64900738024458,59.119494257695834,13.97024534443804,1.547629083741302,8.32427968489047,0.18203410308144496,0.3978099581281386,0.4201142650275662,0.09906421297814053,6.127547221833095,0.7315786761974867,0.11011528893094671,0.010611794393123264,0.02327480152623085,0.033988449076767305,0.017617743395413766,0.03008264051314815,0.6731950675031378,0.0008230631034167734,293.3864828859017,58.608051558802494,0.059627625306485056,68.0300021857476,0.00627701712519224,0.004326038203100421,591.4913749861175,184.3680697092865,276.6902982098151
Run 228,75.85866106240415,905.3388942074954,222.7193719445859,22.183353702377136,89.6037136904315,23.745991902394124,2.8156010999797747,10.43877010111466,0.188186729277742,0.6354227210417998,0.44757683755070116,0.06578132449087085,6.0433069706330755,0.5539607676590447,0.4871831435843609,0.028578801774861343,0.019921300742256835,0.02260683499046917,0.012049984679499012,0.033472794271560406,0.7947801754467332,0.0009954592747293057,296.75705802134087,55.56659701748754,0.07221288611714977,62.57671392010174,0.006543771782533861,0.00396584978302153,698.3324919597801,209.78606882200202,279.4805133030149
Run 229,448.91066426337284,496.126635681942,118.87661592877517,14.282879031788724,53.03163330061377,13.410088859653902,1.2499353199108625,8.423789443284122,0.26252631999596066,0.4311075946312318,0.4308689766748982,0.08540450339161249,5.589297745298266,0.7340584700068111,0.6485083646469313,0.012353340855772908,0.023856607868136162,0.016154271797193923,0.027848182969798616,0.0321451539987905,0.754326328513417,0.0008926186352372762,297.3424516795258,58.0013992686537,0.0887766396951507,59.95758831230185,0.0062428603306148595,0.0037362133733006113,588.6200555911141,218.6737892130149,277.6539258482676
Run 230,235.45302164089608,984.8522964001144,236.2406450739238,28.012180087672466,68.90131393196411,16.08018957232988,0.909312835136134,8.074691159455003,0.26178153797907366,0.37459079753221103,0.4195299377090528,0.05228238774101452,6.231941882768192,0.7091669216511532,0.35892800150309917,0.011862438599614238,0.028941672229895944,0.019342372565596552,0.015274444892469591,0.032523806326469784,0.7814881163042576,0.001158256319169466,299.0092657070052,58.11321437307492,0.09531593708489855,60.848150934728594,0.0062873724486289225,0.004031304432251125,506.2151744057142,70.01316107632945,276.1734761908637
Run 231,67.16276683949732,844.3612964558663,173.35438636241707,14.464155073365554,50.4199496759244,20.63136018377039,2.095938663913472,11.928854011960059,0.2121593049184065,0.3484142510729797,0.4089115210404829,0.08741324012987034,5.988796472716982,0.6506648802339109,0.31460088208927744,0.021917172508875187,0.010646413200050431,0.03463925829559672,0.02300361877387117,0.0323358811318225,0.678361743184197,0.0009771973854730178,293.88299939411877,59.412783267133705,0.055923252684869404,53.39043153908227,0.005104554697778724,0.003744441924529873,683.4581070490851,198.4588051890204,278.63102065254566
Run 232,221.20735482068548,687.3505870029614,181.68798021944286,24.559233160785286,72.30245768728153,19.70567445266836,0.7431428126804389,7.324592811444384,0.37129115841919746,0.5042493026624869,0.4482207716446991,0.09700570811440762,6.3678430977155,0.6361724654712375,0.07726085212967154,0.013934589764614085,0.021367913849513535,0.027381845526287276,0.017709717893149686,0.03304568363365016,0.7700888209327291,0.0009705496627558843,290.00607807532623,58.85359364112025,0.06579547711548589,65.24117836404277,0.00699039211335669,0.004171012107770634,586.3353355438032,176.04501336293055,277.2490852646728
Run 233,354.6799152139323,958.4440483674174,206.5622682203594,28.060183862214434,56.7560778130283,11.79618883153282,0.02869136489010038,9.099168244631382,0.49261058443573746,0.35938119408790714,0.40253480641050693,0.08880695473724232,6.235940628421832,0.769351963739279,0.5499759140614986,0.02109824437424014,0.013488890370411042,0.0195583499639982,0.026390350685443313,0.032070238987648145,0.7288075856280347,0.0010185538940069897,296.06017072106414,56.11245412102711,0.08321255772704149,67.14722304628032,0.0070686392900958205,0.004556231678678683,578.0980561986828,116.52431984005331,277.47404699282464
Run 234,466.38802198620704,624.9026432887015,277.0794625222842,28.530329663732914,82.28372495964972,24.73051379077406,1.4781171916516262,8.052144928740738,0.2366851518568295,0.44044956253592926,0.447591194868144,0.06884850324840129,5.750981451301385,0.6659332682186183,0.22143844106753632,0.015286153981906681,0.023090586092595296,0.030326315542393463,0.010601652018586061,0.025552471851428445,0.6611017982811361,0.0010000827165055355,298.0906864188131,59.02443585809778,0.048113576077620866,51.93313606297082,0.00839370667779213,0.004116308922331889,587.5675757512332,227.78286278232912,276.30309489579315
Run 235,305.0421648668406,754.6043685376837,118.89143411552035,27.28904368275884,51.18888709428383,17.216140878885927,2.2232099461742774,5.325537587782825,0.4471383086886823,0.6161164682747655,0.4082412571871816,0.09043842122836365,6.160284481325503,0.7326534396209755,0.6394527452652583,0.014322812703487986,0.01447930203498874,0.03033990556318778,0.011594128963905617,0.028563487205708626,0.7914783502232714,0.0009460896270092555,297.5200157954585,57.358437047826214,0.06855795957302362,59.46971343737845,0.009114969897983716,0.004573245720211769,550.4085153760901,154.59937066606125,278.43772390841565
Run 236,383.32200073697885,320.92319720478685,52.93870044026375,11.64073256987795,87.82137992311263,12.525677240166445,0.8348113039494904,10.626741064513519,0.30309735572425234,0.45706549268726737,0.4013438335129999,0.0639121268772296,6.3407799793293425,0.612179828541594,0.4504117966614709,0.01685292005059379,0.02706753014257445,0.02359262855073365,0.01302353733662695,0.02862562598282878,0.7939665527706172,0.0008300530472065472,290.24279434591455,56.26819235341368,0.08018459275153815,69.07567862760463,0.005941947364014813,0.003958569448668433,521.9828792653001,195.68726286144377,279.4036540491662
Run 237,207.7678607399798,635.5215661563996,254.54725295948916,20.45330752729683,59.07328664112238,13.596757238791604,2.8299859834293364,4.1979266071455354,0.10630370564910084,0.6883674712782955,0.4339724408380759,0.09327436884906605,6.315709919326917,0.5171779075567617,0.27775008521491695,0.01136833281403536,0.025699377325383813,0.019493982087947097,0.011154923306601344,0.02540623336224134,0.729877908603755,0.001157875549410468,296.52572851180264,56.18636167730909,0.04701803529687139,55.23603059336083,0.007883864137648302,0.003776846835417587,663.3801224728481,91.94554994305247,278.26944208093965
Run 238,487.07655293204795,876.9666250756604,149.8636936436264,13.002439760043242,52.204524114208496,19.17362002768854,2.9904754030283573,10.604631741476592,0.48145804089316735,0.3991743008669558,0.4443779607047648,0.055820220105625394,6.482873038489625,0.5346853695494883,0.6339611851702549,0.013157516710960836,0.019632103669797757,0.028374234342540265,0.014447099746932007,0.02542627702286111,0.715781423256157,0.0011283581967863408,298.6290194341959,58.4295248107446,0.07126891308781076,66.836210871754,0.007286925284869902,0.004952767691195237,524.531929154135,176.70262014087223,279.6553716179168
Run 239,246.86077766271472,531.639745136778,439.28186979813876,27.33475618205501,79.96865909513892,28.195755814117266,0.4794154448125574,5.363322298582505,0.3828118736814241,0.5051367161435513,0.44740076528790684,0.09538180460930633,6.310764500964701,0.5749872458280922,0.06119772495413614,0.027740616333082085,0.010634069020377444,0.027316041662320597,0.02418828688965161,0.034231214937804226,0.7515134656908895,0.000812541420923876,296.1658543170088,57.29623992810266,0.0805037100156609,59.59603292695615,0.009133895302220061,0.004116957662472437,691.1013737036401,135.76237626573175,278.92648622281655
Run 240,153.2789730831792,640.1630864544506,479.6047738734351,25.24345862342522,88.39051040647315,16.120310734628543,0.21646371004262,10.023373484683237,0.4385890707628586,0.3088724930860669,0.44030100919473647,0.06716940580158323,5.743228776445938,0.5511923637406051,0.6593198288511006,0.010199366174089603,0.011109198300944891,0.031389901406257026,0.026720839173289518,0.026574687069667622,0.6934924391055557,0.0008584673212814624,295.325461833916,55.19782895293453,0.07801552280744871,62.49968449435384,0.009372385771305766,0.004050441362757001,642.2023448418774,221.72696392602742,278.30021026635137
Run 241,358.37929866290654,341.1521295950271,463.5813395278743,22.048171979534946,54.50714331321813,19.54428495590458,1.9096490458008848,11.683052061890331,0.41889173724215667,0.6896538019486427,0.4263388596437096,0.09551499456649831,6.257942794440179,0.6238643123278513,0.39738605092764145,0.013562822107931647,0.02898734113575744,0.034733026462693176,0.02644265157611747,0.03130683548802572,0.6789362191440583,0.001113546901234449,293.1663788310198,56.98948056169114,0.0885718303915567,67.22590144954516,0.008716389946972304,0.0036335888654643535,582.9060272448324,265.25776524037406,276.6990870342447
Run 242,390.81067939017856,709.6852298997644,387.038055046283,20.192775758277104,72.06622894687607,28.847982805283113,2.1924970256458542,4.481828593368079,0.38120635417187354,0.4961799467308792,0.4280397292337877,0.05247948604630778,6.030522118642589,0.6664372341058495,0.30259790520190716,0.010366864447361344,0.01892962377638372,0.016583062601268652,0.02971229122701003,0.026546943516256364,0.6058351765568674,0.0009678328935282553,294.28250607512064,56.92908290614041,0.0264111665748075,55.83963962229348,0.005271240712755998,0.004707606759350523,608.9582649697803,152.58090348351845,276.39639820819355
Run 243,170.6732257433356,785.500758539504,486.42578666688246,28.98777382830049,53.97537708566556,11.06737682746485,0.9400783897297854,9.84758270461017,0.4183986586331715,0.4172430467952449,0.4231028997849823,0.09394462566079431,5.622358780875592,0.6918528290521386,0.178920398434552,0.029062837785437064,0.016331842758361664,0.029592948930895528,0.03130019356441695,0.028608541174743374,0.6516957072446898,0.0011495743432972966,290.5438003487028,59.83987150190197,0.07778886381979667,60.09602246938758,0.005705800160015876,0.003831909482149267,639.247311741582,145.64593655713736,279.32723377931666
Run 244,70.47113577966422,331.18624109935786,208.03512039785514,21.092458164842583,77.09789464737545,24.863898654939465,2.701021858714643,8.73614498675009,0.13249085616575781,0.5656631455542853,0.4213370349193948,0.07012607800340888,6.404852781372213,0.6411772383834116,0.15969336128121644,0.01008327365564543,0.01985446856432481,0.03240518686383856,0.010409469022962156,0.02622742713118522,0.787141902909284,0.0011939003702057132,295.23030859650555,56.28252889013399,0.08983835412435781,59.2557662382312,0.008627225329248086,0.00433294006632772,570.2595268097408,246.41822498085926,277.9002839663417
Run 245,58.16752911060448,577.8384592825959,490.48590860358865,29.580466618803495,57.02251178360797,16.52251368276693,0.5422413826935611,5.556308222476658,0.2858777850849584,0.5666570599676051,0.40043894452073264,0.09867800487481226,5.519028306930106,0.5734696323011399,0.40168584472324875,0.01003398892790765,0.010123252820187454,0.028855426765598397,0.03477529655589133,0.029634487480398042,0.6045124556232006,0.001069200707228036,297.45410791983784,56.82179645130744,0.07612514014712878,67.51377010271528,0.005862990877560611,0.003771585813811727,629.9653336549814,200.3229143779847,278.23026712634436
Run 246,275.9335084205136,423.8886967268387,105.59106330262587,14.424156271092032,72.04571722970616,20.500967335360528,1.6489245564976232,8.2272969150902,0.1721604981583914,0.5201935427480993,0.43949075986184616,0.06579764600842446,6.303469489796903,0.5690915192775683,0.354847201338686,0.017720579547796777,0.023857482190609437,0.024502604897573763,0.0245099104216493,0.029931821870653567,0.6277525455429241,0.0008563408978588352,292.83134333467495,57.36166970091297,0.08513447052919246,58.24742457326309,0.008108738293635615,0.003700187476718992,504.80788930190573,76.39014085542937,281.8578236150157
Run 247,365.5666384390838,702.2897623226547,314.3536271998897,22.407116417673116,60.51579248983339,24.688091879385986,2.245807320321549,11.555298800853869,0.2971640209369397,0.4778329149150432,0.4064193064276383,0.05476032767115414,5.804163435500543,0.634596997253775,0.578034341441789,0.01859476129789112,0.011555011256250967,0.017095864152026893,0.03446187953359641,0.031962419160750016,0.737085332144034,0.0009549058040968387,292.09289620735626,57.84423389951693,0.07369802588800253,50.4790586910163,0.008938736485528554,0.004399768800596759,510.55707177021543,106.21136497364246,277.10811507845193
Run 248,483.07181384892,606.862300211213,475.1405728693065,15.661853264363891,71.00323081936284,24.584079945192332,1.1468500976326856,6.312974377399038,0.2339951550191485,0.5973807029436272,0.4271388297229163,0.057667764869201575,5.62898467743438,0.7358258538464666,0.39008905810175964,0.028482509444459958,0.010279131132123871,0.03444022107009878,0.010584353344775825,0.031752609279308126,0.687475105952413,0.0008095316295660303,292.8682959099724,56.17302654380856,0.04259116192428001,61.96855799474773,0.005718453187928495,0.004644075341813652,589.6904395933367,260.80876459121635,276.16092583149435
Run 249,111.04557387577603,476.794193571726,434.8168921566179,21.853524060454312,70.0876449614382,16.572762085569416,2.196423026010828,9.529942235240306,0.1790403215382228,0.5407147049488518,0.42254018494082024,0.05989766526971776,6.238685030555992,0.5822584791171156,0.6897815967867289,0.017957336103053244,0.028788460108721915,0.021752847159484764,0.018726224737811832,0.03358654568032317,0.6736085318938047,0.0008912670775653291,292.3461950332087,55.65872616377784,0.08727504445469322,65.23795645890202,0.0070625226887729,0.004179012140853168,569.7978157873337,198.9475479430175,279.27209212128815
Run 250,167.91362293192805,503.87727957086,169.3529668101517,13.34331780514722,89.20860554222739,15.003975583704936,2.043130506706767,8.767520903133976,0.46040052218733996,0.42586270070028653,0.4233818882158428,0.07143669714077712,6.447156245533485,0.6182309065197766,0.5606803205573716,0.015346648200049644,0.02086601105428368,0.01591456286945616,0.026233032764698308,0.02653531859584598,0.7241369131752889,0.0010944769063892209,298.4156988835315,58.66744557966969,0.05116531672513499,51.786066580923716,0.009394855054860709,0.004784074305379046,505.8161079979435,267.3466431331335,276.66383574178184
Run 251,350.9129554864895,835.8475906349586,175.5964688391211,23.302064307625365,74.22211468799472,14.757094802376828,1.416512270980971,7.620967892716304,0.132715967810639,0.3282321596123478,0.40630010455054233,0.06230298090929496,5.945727624847404,0.6622263317603478,0.7038506744459342,0.010890373228091506,0.018857269615365345,0.0347681565143758,0.011799615384035372,0.03252760753991668,0.6607678175199394,0.0008251291375978115,297.2916832939175,58.40348280992681,0.061161289840385775,62.4801610225993,0.006778174078794382,0.0038127042047957035,604.1431360207231,78.01629255824056,281.8098354899837
Run 252,200.73605665924984,779.3636904408977,247.11077790825095,11.765960015527257,82.9061618746458,12.456680657835363,0.9375032909868324,6.064872187111339,0.4901315973149024,0.46963184719943785,0.4286027143309358,0.06762550590632738,5.870295395564638,0.6076711932339198,0.6055589955194078,0.02375392175998891,0.02156956921027836,0.029978817903958985,0.03319593810217906,0.02736094852952293,0.6729929628779094,0.0011716395720149332,298.18473551744034,56.95598001726435,0.07480908414358509,54.85355241422556,0.007862465220940577,0.00480001422461484,696.9338489425473,264.13013666170355,275.69971910931446
Run 253,82.03250266694718,388.1144876266252,52.86777029503735,29.25974381209206,80.19257085715529,17.672456772078426,2.7372097661903836,9.760784606816493,0.4122585985143806,0.5027072333871163,0.44647170518039647,0.0950995537500167,5.913680505481576,0.5338464681674111,0.09619182721094005,0.026949696965372638,0.010459706981556878,0.01598120876778593,0.018066494952161515,0.03145488398599482,0.6895030877248016,0.000835237093572362,298.7709300418502,57.6773336182912,0.06901793030182585,64.62076387716144,0.005804269922308478,0.0040989007728283984,687.144192590015,277.4605913278253,282.44046354284046
Run 254,341.51572265881435,996.5421117933836,218.06572100016524,19.8443790626093,80.96439169485745,14.596700321587397,2.2127158906762068,9.02882701662012,0.31015242544619603,0.5317440489615436,0.4086828226114616,0.07191783215083947,6.1562355458647815,0.60446104654223,0.5120471860264886,0.020078983915304216,0.02708824953416865,0.034249690529805116,0.019845623003086378,0.031939634351538355,0.6219036866906985,0.0011575472990120795,293.0427529079018,56.19939559038187,0.08251149750726111,69.48429614065944,0.0073289722007647785,0.004744293771682508,552.0757543489821,205.45025753978004,278.36221041171683
Run 255,441.2073669114578,314.34909766394384,63.32997618249523,25.37656607707593,82.25239711684519,29.695671948953844,2.145338131018825,10.856644643222069,0.23825995586494864,0.5499111623305966,0.4207140320668135,0.08487417511822921,6.376161098276777,0.5430838170397865,0.3082757604689938,0.029117018082506066,0.014023648932752777,0.02418730108472098,0.02916400085835351,0.03277415844602359,0.720008895331005,0.0008571236918107372,293.96658907464575,58.91415328791265,0.0679591069750002,61.059859752156214,0.0077151115889209435,0.003776505334137009,631.0675272981144,108.80466222213276,275.67575614684483
Run 256,459.2400408885981,780.0402216445755,221.07502016273907,27.9694520445844,63.87084413369857,13.228341566202332,1.0954442297757478,9.357370806006848,0.35299614988970174,0.635094310444133,0.43752715966162625,0.09846130827043492,5.6160258803850045,0.7196285112555112,0.36539679096273997,0.014825245274911268,0.012783116954084503,0.023045973579185714,0.025995064365993747,0.026826572063970655,0.6592554717513189,0.0009620313717668225,293.67053260845955,59.751924512840525,0.0657374906859675,55.234183610137435,0.00553661937157082,0.004500484630810006,599.2384961842082,109.44852411777119,277.2592625608853
Run 257,220.62898266877437,704.3913904692361,405.20973936174715,16.317907964658815,88.44723896644315,14.154356141719852,2.6816559938634428,6.136822840474036,0.23099670768376035,0.5301148060283795,0.40367416532417627,0.08099569292451912,6.408111825689206,0.5752823382371184,0.18422983471587184,0.025316307689389576,0.021307505001986145,0.03176248347885074,0.03126315143689723,0.028579105817361637,0.6344124450463766,0.0008146333319652447,291.31506674700483,56.60008685697121,0.09391045594202549,50.68576960714805,0.007584337940535627,0.004104065297675924,523.1891468618978,74.18473171189092,275.9575572710705
Run 258,119.66755682269218,652.9154319456967,131.32977587761582,28.234845003791285,76.69443012575715,10.558430786692696,2.348540119617824,4.5071307946586785,0.36819590398410074,0.3782029482021514,0.4394831087896304,0.09764734653774924,5.612624777696476,0.731790772528393,0.10337767889202065,0.017619207366228837,0.014684506940224929,0.019664017378507783,0.01835625276493275,0.03208599882992479,0.7442744904487465,0.0008804641908835395,296.36913705729614,57.46119763818416,0.06708121914340358,68.54909377207467,0.008930652165327976,0.004475934160157733,546.2903560985608,230.4413467987612,276.65830008984017
Run 259,413.2780929155004,986.3150688466732,323.3452321402884,14.928316443709814,85.96305252236337,24.721632508892746,2.7062109139843673,5.9891640459350315,0.14005493778222347,0.3262207344548187,0.44710760228733426,0.08638394686398443,6.301131272281625,0.6725533130268431,0.6039489173043187,0.020378751682206517,0.014945286503708487,0.028623246206401377,0.03447584912982035,0.03196091948843564,0.6802198939214967,0.0011450970510291387,295.16866777765466,56.969446125987965,0.01589251406478734,61.20197350596541,0.005899700600890133,0.0048341955363812306,601.9805480718089,183.19849696885575,275.6606397304646
Run 260,259.79278617752664,607.845765476399,421.52860730803434,24.363227437351483,54.57501960164157,28.506317314699306,2.50705725843936,8.65638806063924,0.10785535119287167,0.6130555144922798,0.4185640617322819,0.09477014702548761,6.135353954165988,0.6287547221663237,0.423630945098894,0.016928460016272944,0.019432633402068196,0.02173505134310552,0.022846476404246287,0.03479222543375217,0.768232916278154,0.000860516002140715,291.7655906263651,58.03918697774995,0.01891566203321904,57.45264817952791,0.0088193476576798,0.004188958152265681,521.8486387764319,122.57360916837277,280.60371085790274
